"","AMMaxT","AMMinT","MAT","AP","AtHRT","AtInfBOD","AtInfCOD","AtInfNH4.N","AtInfTN","AtInfTP","DC","Denitri","DO","EffBOD","EffCOD","EffNH4.N","EffTN","EffTP","F.M","HRT","IndConInf","IndPer","InfBOD","InfCOD","InfNH4.N","InfR","InfTN","InfTP","Lat","Lon","MIT","MLSS","MMT","NH4.N","Nitri","NO3.N","pH","Pop","ReInfBOD","ReInfCOD","SMP","SMT","SRT","SVI","Vol"
"USOK05C",81.7343173431734,53.6935483870968,78,30.3586,32.9041,33.8329,47.7627,70.3,91.2344,4.4859,1.1649,100,3.5996,7.4457,14.4945,6.94,28.6142,15.2788,6.2105,19.9574,1,1,15.1909,12.6732,37.1555,1.1979,27.8781,13.6575,73.1258,19.0286,58.2953,26.9254,37.6666666666667,4.7915,100,1,50.2787,5.3912,61.7094,18.4519,14.0909,39.0769230769231,12.5852,82.6034,2.2557
"USOK06A",81.7343173431734,52.0967741935484,74.3333333333333,30.7683,46.6588,33.8329,47.7627,70.3,91.2344,59.5634,1.0445,1,21.1466,16.0401,14.4945,2.1314,28.6142,15.2788,9.3368,39.1957,100,23,34.6377,12.6732,32.1371,1.0252,27.8781,13.6575,72.9873,19.0716,49.3307,30.5371,37.6666666666667,7.7404,100,53.9245,42.6066,5.3912,57.9796,18.4519,14.5,39.0769230769231,25.8634,70.9008,1.1766
"USOK06B",81.7343173431734,52.0967741935484,74.3333333333333,30.7683,46.6588,33.8329,47.7627,70.3,91.2344,59.5634,1.0445,1,21.9048,16.0401,14.4945,2.1314,28.6142,15.2788,9.3368,39.1957,100,23,34.6377,12.6732,32.1371,1.0252,27.8781,13.6575,72.9873,19.0716,49.3307,30.5371,37.6666666666667,9.8468,100,54.5472,42.6066,5.3912,57.9796,18.4519,14.5,39.0769230769231,25.8634,69.7131,1.1766
"USOK06C",81.7343173431734,52.0967741935484,74.3333333333333,30.7683,46.6588,33.8329,47.7627,70.3,91.2344,59.5634,1.0445,1,21.2549,16.0401,14.4945,2.1314,28.6142,15.2788,9.3368,39.1957,100,23,34.6377,12.6732,32.1371,1.0252,27.8781,13.6575,72.9873,19.0716,49.3307,30.5371,37.6666666666667,12.7957,100,69.4906,42.9016,5.3912,57.9796,18.4519,14.5,39.0769230769231,25.8634,71.0056,1.1766
"USOK07A",74.4280442804428,48.9032258064516,70.6666666666667,41.5559,33.4409,34.7445,47.7627,70.3,48.2656,4.4859,1.4949,1,6.849,22.3205,14.4945,1.5657,17.7448,10.5192,7.2526,20.2945,100,1,18.87,12.6732,26.8906,1.4672,27.8781,13.6575,72.9178,19.0694,55.5669,20.2001,96.3333333333333,11.5319,100,18.434,44.2295,5.3912,75.5972,18.4519,16.9545,39.0769230769231,17.0113,9.0695,4.7838
"USOK07B",74.4280442804428,48.9032258064516,70.6666666666667,41.5559,33.4409,34.7445,47.7627,70.3,48.2656,4.4859,1.4949,1,6.849,22.3205,14.4945,1.5657,17.7448,10.5192,7.2526,20.2945,100,1,18.87,12.6732,26.8906,1.4672,27.8781,13.6575,72.9178,19.0694,55.5669,20.2001,96.3333333333333,11.5319,100,18.434,45.2623,5.3912,75.5972,18.4519,16.9545,39.0769230769231,17.0113,12.8772,4.7838
"USOK07C",74.4280442804428,48.9032258064516,70.6666666666667,41.5559,33.4409,34.7445,47.7627,70.3,48.2656,4.4859,1.4949,1,6.849,22.3205,14.4945,1.5657,17.7448,10.5192,7.2526,20.2945,100,1,18.87,12.6732,26.8906,1.4672,27.8781,13.6575,72.9178,19.0694,55.5669,20.2001,96.3333333333333,11.5319,100,18.434,44.5246,5.3912,75.5972,18.4519,16.9545,39.0769230769231,17.0113,14.0999,4.7838
"USOK08A",89.0405904059041,45.7096774193548,67,29.8579,20.4914,33.8329,47.7627,70.3,48.2656,4.4859,1.8249,1,27.9705,9.0985,81.359,1.2829,17.7448,10.5192,15.5895,24.1702,100,2.1,20.9724,23.735,30.3122,1.5192,37.6642,13.6575,73.39,19.1164,59.8543,27.6311,96.3333333333333,9.8468,100,47.6981,46,5.3912,44.7267,18.4519,15.1136,39.0769230769231,17.0113,6.729,2.636
"USOK08B",89.0405904059041,45.7096774193548,67,29.8579,20.4914,33.8329,47.7627,70.3,48.2656,4.4859,1.8249,1,31.1116,9.0985,81.359,1.2829,17.7448,10.5192,12.4632,24.1702,100,2.1,20.9724,23.735,30.3122,1.5192,37.6642,13.6575,73.39,19.1164,59.8543,36.8679,96.3333333333333,6.8979,100,49.566,46.5902,5.3912,44.7267,18.4519,15.1136,39.0769230769231,17.0113,18.187,2.636
"USOK08C",89.0405904059041,45.7096774193548,67,29.8579,20.4914,33.8329,47.7627,70.3,48.2656,4.4859,1.8249,1,32.3031,9.0985,81.359,1.2829,17.7448,10.5192,14.5474,24.1702,100,2.1,20.9724,23.735,30.3122,1.5192,37.6642,13.6575,73.39,19.1164,59.8543,29.0633,96.3333333333333,6.8979,100,53.9245,46.8852,5.3912,44.7267,18.4519,15.1136,39.0769230769231,17.0113,8.5106,2.636
"USOK09A",81.7343173431734,47.3064516129032,74.3333333333333,28.3559,20.4914,33.8329,47.7627,70.3,48.2656,4.4859,2.2374,1,7.0656,9.0985,81.359,1.2829,17.7448,10.5192,8.2947,22.0638,100,2.1,20.9724,23.735,30.3122,2.0392,37.6642,13.6575,74.404,19.1164,55.1772,39.4625,96.3333333333333,35.5447,100,28.3962,43.4918,5.3912,44.7267,18.4519,17.5682,39.0769230769231,17.0113,7.7071,5.8503
"USOK09B",81.7343173431734,47.3064516129032,74.3333333333333,28.3559,20.4914,33.8329,47.7627,70.3,48.2656,4.4859,2.2374,1,10.64,9.0985,81.359,1.2829,17.7448,10.5192,8.2947,22.0638,100,2.1,20.9724,23.735,30.3122,2.0392,37.6642,13.6575,74.404,19.1164,55.1772,35.7263,96.3333333333333,13.217,100,37.1132,42.459,5.3912,44.7267,18.4519,17.5682,39.0769230769231,17.0113,4.4933,5.8503
"USOK09C",81.7343173431734,47.3064516129032,74.3333333333333,28.3559,20.4914,33.8329,47.7627,70.3,48.2656,4.4859,2.2374,1,33.0613,9.0985,81.359,1.2829,17.7448,10.5192,9.3368,22.0638,100,2.1,20.9724,23.735,30.3122,2.0392,37.6642,13.6575,74.404,19.1164,55.1772,32.5505,96.3333333333333,6.8979,100,68.8679,45.2623,5.3912,44.7267,18.4519,17.5682,39.0769230769231,17.0113,2.4672,5.8503
"USOK10A",81.7343173431734,60.0806451612903,85.3333333333333,29.8579,54.7103,33.8329,47.7627,70.3,48.2656,4.4859,1.3753,100,2.8955,4.1402,14.4945,1.2829,28.6142,15.2788,3.0842,33.6489,1,1,12.563,12.6732,14.3445,1.2852,27.8781,13.6575,73.3682,19.0694,59.4646,36.266,37.6666666666667,15.7447,100,20.3019,43.4918,5.3912,51.7896,18.4519,15.1136,39.0769230769231,28.0765,36.1076,3.5143
"USOK10B",81.7343173431734,60.0806451612903,85.3333333333333,29.8579,54.7103,33.8329,47.7627,70.3,48.2656,4.4859,1.3753,100,3.6537,4.1402,14.4945,1.2829,28.6142,15.2788,4.1263,33.6489,1,1,12.563,12.6732,14.3445,1.2852,27.8781,13.6575,73.3682,19.0694,59.4646,27.8802,37.6666666666667,11.9532,100,18.434,44.082,5.3912,51.7896,18.4519,15.1136,39.0769230769231,28.0765,40.4742,3.5143
"USOK10C",81.7343173431734,60.0806451612903,85.3333333333333,29.8579,54.7103,33.8329,47.7627,70.3,48.2656,4.4859,1.3753,100,2.6789,4.1402,14.4945,1.2829,28.6142,15.2788,4.1263,33.6489,1,1,12.563,12.6732,14.3445,1.2852,27.8781,13.6575,73.3682,19.0694,59.4646,26.6763,37.6666666666667,11.5319,100,13.4528,43.3443,5.3912,51.7896,18.4519,15.1136,39.0769230769231,28.0765,35.5836,3.5143
"USOK11A",81.7343173431734,52.0967741935484,74.3333333333333,29.8579,25.5236,34.7445,62.932,60.8243,48.2656,56.0775,7.5999,1,2.7872,9.0985,10.4421,2.4143,32.4332,10.5192,16.6316,25.2234,100,15.3,24.1259,30.1275,32.5933,4.951,44.367,34.4521,73.3044,89.7813,54.7874,22.5041,67,27.9617,100,20.3019,43.9344,5.3912,45.8377,18.4519,15.1136,77.1538461538462,19.7776,12.1785,16.6732
"USOK11B",81.7343173431734,52.0967741935484,74.3333333333333,29.8579,25.5236,33.8329,62.932,60.8243,48.2656,56.0775,7.5999,1,7.4989,9.0985,10.4421,2.4143,32.4332,10.5192,15.5895,25.2234,100,15.3,24.1259,30.1275,32.5933,4.951,44.367,34.4521,73.3044,89.7813,55.1772,25.5762,67,6.0553,100,29.0189,42.6066,5.3912,45.8377,18.4519,15.1136,77.1538461538462,19.7776,12.5977,16.6732
"USOK11C",81.7343173431734,52.0967741935484,74.3333333333333,29.8579,25.5236,33.8329,62.932,60.8243,48.2656,56.0775,7.5999,1,15.6767,9.0985,10.4421,2.4143,32.4332,10.5192,15.5895,25.2234,100,15.3,24.1259,30.1275,32.5933,4.951,44.367,34.4521,73.3044,89.7813,55.1772,25.2856,67,3.9489,100,57.6604,42.6066,5.3912,45.8377,18.4519,15.1136,77.1538461538462,19.7776,12.3183,16.6732
"USOP1AA",70.7749077490775,56.8870967741936,81.6666666666667,56.44,21.1623,16.5884,17.6521,19.3857,76.625,17.7324,1.3299,100,9.7735,3.975,14.4945,1.5657,28.6142,15.2788,5.1684,26.2766,100,2.1,20.4468,12.6732,13.2039,1.2384,27.8781,13.6575,70.6212,51.4534,46.9921,35.0205,92.6666666666667,13.8489,100,19.3679,38.0328,1.5172,55.6782,52.0865,20.8409,77.1538461538462,17.0113,38.2909,3.07
"USOP1AB",70.7749077490775,56.8870967741936,81.6666666666667,56.44,21.1623,16.5884,17.6521,19.3857,76.625,17.7324,1.3299,100,8.907,3.975,14.4945,1.5657,28.6142,15.2788,5.1684,26.2766,100,2.1,20.4468,12.6732,13.2039,1.2384,27.8781,13.6575,70.6212,51.4534,46.9921,35.0205,92.6666666666667,13.8489,100,19.3679,38.0328,1.5172,55.6782,52.0865,20.8409,77.1538461538462,17.0113,38.2909,3.07
"USOP1AC",70.7749077490775,56.8870967741936,81.6666666666667,56.44,21.1623,16.5884,17.6521,19.3857,76.625,17.7324,1.3299,100,8.3113,3.975,14.4945,1.5657,28.6142,15.2788,5.1684,26.2766,100,2.1,20.4468,12.6732,13.2039,1.2384,27.8781,13.6575,70.6212,51.4534,46.9921,35.0205,92.6666666666667,13.8489,100,19.3679,38.0328,1.5172,55.6782,52.0865,20.8409,77.1538461538462,17.0113,38.2909,3.07
"USOP1BC",70.7749077490775,56.8870967741936,81.6666666666667,56.44,21.1623,16.5884,17.6521,19.3857,76.625,17.7324,1.3299,100,8.3113,3.975,14.4945,1.5657,28.6142,15.2788,5.1684,26.2766,100,2.1,20.4468,12.6732,13.2039,1.2384,27.8781,13.6575,70.6212,51.4534,46.9921,35.0205,92.6666666666667,13.8489,100,19.3679,38.0328,1.5172,55.6782,52.0865,20.8409,77.1538461538462,17.0113,38.2909,3.07
"USOP1DA",70.7749077490775,56.8870967741936,81.6666666666667,56.44,21.1623,16.5884,17.6521,19.3857,48.2656,17.7324,1.3299,100,9.3403,3.975,14.4945,1.5657,28.6142,15.2788,5.1684,26.2766,100,2.1,20.4468,12.6732,13.2039,1.2384,27.8781,13.6575,70.6212,51.4534,46.9921,35.0205,92.6666666666667,11.7426,100,15.9434,38.0328,1.5172,55.6782,52.0865,20.8409,77.1538461538462,17.0113,38.0289,3.07
"USPT1A",70.7749077490775,60.0806451612903,67,36.9586,4.3883,19.0953,8.6531,1,31.0781,7.9718,10.8999,1,13.3479,19.015,40.6324,1.5657,11.2819,39.0769,91.6632,6.266,100,15.3,30.9586,22.3731,33.8479,9.6098,7.7028,30.1575,82.4257,11.5489,47.3819,12.3955,67,15.9553,1,38.9811,47.623,8.7002,88.8104,50.3413,10,100,4.8396,12.2484,13.0992
"USPT1B",70.7749077490775,60.0806451612903,67,36.9586,4.3883,19.0953,8.6531,1,31.0781,7.9718,10.8999,1,9.0153,19.015,40.6324,1.5657,11.2819,39.0769,91.6632,6.266,100,15.3,30.9586,22.3731,33.8479,9.6098,7.7028,30.1575,82.4257,11.5489,47.3819,12.3955,67,15.9553,1,38.9811,47.623,8.7002,88.8104,50.3413,10,100,4.8396,12.2484,13.0992
"USPT1C",70.7749077490775,60.0806451612903,67,36.9586,4.3883,19.0953,8.6531,1,31.0781,7.9718,10.8999,1,4.6827,19.015,40.6324,1.5657,11.2819,39.0769,91.6632,6.266,100,15.3,30.9586,22.3731,33.8479,9.6098,7.7028,30.1575,82.4257,11.5489,47.3819,12.3955,67,15.9553,1,38.9811,47.623,8.7002,88.8104,50.3413,10,100,4.8396,12.2484,13.0992
"USPT2A",70.7749077490775,60.0806451612903,67,36.9586,4.3883,19.0953,8.6531,1,31.0781,7.9718,10.8999,1,10.64,19.015,40.6324,1.5657,11.2819,39.0769,92.7053,6.266,100,15.3,30.9586,22.3731,33.8479,9.6098,7.7028,30.1575,82.4257,11.5489,47.3819,12.2502,67,15.9553,1,38.9811,47.623,8.7002,88.8104,50.3413,10,100,4.8396,12.2484,13.0992
"USPT2B",70.7749077490775,60.0806451612903,67,36.9586,4.3883,19.0953,8.6531,1,31.0781,7.9718,10.8999,1,7.9322,19.015,40.6324,1.5657,11.2819,39.0769,92.7053,6.266,100,15.3,30.9586,22.3731,33.8479,9.6098,7.7028,30.1575,82.4257,11.5489,47.3819,12.2502,67,15.9553,1,38.9811,47.623,8.7002,88.8104,50.3413,10,100,4.8396,12.2484,13.0992
"USPT2C",70.7749077490775,60.0806451612903,67,36.9586,4.3883,19.0953,8.6531,1,31.0781,7.9718,10.8999,1,4.1953,19.015,40.6324,1.5657,11.2819,39.0769,92.7053,6.266,100,15.3,30.9586,22.3731,33.8479,9.6098,7.7028,30.1575,82.4257,11.5489,47.3819,12.2502,67,15.9553,1,38.9811,47.623,8.7002,88.8104,50.3413,10,100,4.8396,12.2484,13.0992
"USPT3A",70.7749077490775,60.0806451612903,67,36.9586,4.3883,19.0953,8.6531,1,31.0781,7.9718,10.8999,1,9.5569,19.015,40.6324,1.5657,11.2819,39.0769,84.3684,6.266,100,15.3,30.9586,22.3731,33.8479,9.6098,7.7028,30.1575,82.4257,11.5489,47.3819,13.8693,67,15.9553,1,38.9811,47.623,8.7002,88.8104,50.3413,10,100,4.8396,12.2484,13.0992
"USPT3B",70.7749077490775,60.0806451612903,67,36.9586,4.3883,19.0953,8.6531,1,31.0781,7.9718,10.8999,1,9.0153,19.015,40.6324,1.5657,11.2819,39.0769,84.3684,6.266,100,15.3,30.9586,22.3731,33.8479,9.6098,7.7028,30.1575,82.4257,11.5489,47.3819,13.8693,67,15.9553,1,38.9811,47.623,8.7002,88.8104,50.3413,10,100,4.8396,12.2484,13.0992
"USPT3C",70.7749077490775,60.0806451612903,67,36.9586,4.3883,19.0953,8.6531,1,31.0781,7.9718,10.8999,1,5.0618,19.015,40.6324,1.5657,11.2819,39.0769,84.3684,6.266,100,15.3,30.9586,22.3731,33.8479,9.6098,7.7028,30.1575,82.4257,11.5489,47.3819,13.8693,67,15.9553,1,38.9811,47.623,8.7002,88.8104,50.3413,10,100,4.8396,12.2484,13.0992
"USPT4A",70.7749077490775,60.0806451612903,67,36.9586,4.3883,19.0953,8.6531,1,31.0781,7.9718,10.8999,1,6.849,19.015,40.6324,1.5657,11.2819,39.0769,100,6.266,100,15.3,30.9586,22.3731,33.8479,9.6098,7.7028,30.1575,82.4257,11.5489,47.3819,11.0463,67,15.9553,1,38.9811,47.623,8.7002,88.8104,50.3413,10,100,4.8396,12.2484,13.0992
"USPT4B",70.7749077490775,60.0806451612903,67,36.9586,4.3883,19.0953,8.6531,1,31.0781,7.9718,10.8999,1,10.64,19.015,40.6324,1.5657,11.2819,39.0769,100,6.266,100,15.3,30.9586,22.3731,33.8479,9.6098,7.7028,30.1575,82.4257,11.5489,47.3819,11.0463,67,15.9553,1,38.9811,47.623,8.7002,88.8104,50.3413,10,100,4.8396,12.2484,13.0992
"USPT4C",70.7749077490775,60.0806451612903,67,36.9586,4.3883,19.0953,8.6531,1,31.0781,7.9718,10.8999,1,5.4951,19.015,40.6324,1.5657,11.2819,39.0769,100,6.266,100,15.3,30.9586,22.3731,33.8479,9.6098,7.7028,30.1575,82.4257,11.5489,47.3819,11.0463,67,15.9553,1,38.9811,47.623,8.7002,88.8104,50.3413,10,100,4.8396,12.2484,13.0992
"USRE1A",74.4280442804428,56.8870967741936,74.3333333333333,44.1048,22.4204,34.7445,47.7627,46.2571,48.2656,28.8873,2.4849,100,11.1816,1,81.359,1.2829,4.2315,5.7596,11.4211,27.8564,1,1,13.2988,8.3375,39.6647,1.0772,27.2749,16.8219,73.3688,24.6549,81.6811,24.0298,85.3333333333333,32.5957,100,74.4717,46.8852,5.0702,25.4028,11.1538,24.3182,39.0769230769231,15.9048,98.5153,10.8777
"USRE2A",78.0811808118081,55.2903225806452,70.6666666666667,44.2869,22.4204,34.7445,47.7627,70.3,76.625,4.4859,2.4849,100,6.849,1,14.4945,1.2829,4.2315,5.7596,27.0526,27.8564,1,1,13.2988,8.3375,39.6647,1.0772,27.2749,16.8219,73.5781,24.6279,56.3465,28.233,85.3333333333333,4.5809,100,77.5849,39.5082,5.0702,25.4028,11.1538,23.9091,39.0769230769231,15.9048,21.0341,10.8777
"USRE3A",81.7343173431734,56.8870967741936,78,43.6041,49.6781,34.7445,47.7627,41.4486,48.2656,4.4859,1.9899,100,3.5996,2.4875,14.4945,1.2829,2.7626,6.7115,11.4211,27.8564,1,1,22.5492,12.6732,40.235,1.6887,35.8544,29.9315,73.5249,24.7031,56.3465,24.1854,89,4.3702,100,42.717,40.9836,5.0702,56.3924,11.1538,23.7045,39.0769230769231,23.3184,78.394,4.7839
"USRE4A",81.7343173431734,56.8870967741936,78,43.7862,49.6781,34.7445,47.7627,70.3,76.625,4.4859,2.6499,100,6.849,2.9833,14.4945,1,5.7003,1.9519,27.0526,21.0106,1,1,42.8369,8.3375,34.8744,2.1431,33.1733,43.4932,73.5599,24.6686,56.3465,28.233,89,4.5809,100,77.5849,39.5082,5.0702,52.8609,11.1538,23.7045,39.0769230769231,24.7569,21.0341,4.7839
"USRE4B",81.7343173431734,56.8870967741936,78,43.7862,49.6781,34.7445,47.7627,70.3,76.625,4.4859,2.6499,100,6.849,2.9833,14.4945,1,5.7003,1.9519,27.0526,21.0106,1,1,42.8369,8.3375,34.8744,2.1431,33.1733,43.4932,73.5599,24.6686,56.3465,28.233,89,4.5809,100,77.5849,39.5082,5.0702,52.8609,11.1538,23.7045,39.0769230769231,24.7569,21.0341,4.7839
"USRE4C",81.7343173431734,56.8870967741936,78,43.7862,49.6781,34.7445,47.7627,70.3,76.625,4.4859,2.6499,100,6.849,2.9833,14.4945,1,5.7003,1.9519,27.0526,21.0106,1,1,42.8369,8.3375,34.8744,2.1431,33.1733,43.4932,73.5599,24.6686,56.3465,28.233,89,4.5809,100,77.5849,39.5082,5.0702,52.8609,11.1538,23.7045,39.0769230769231,24.7569,21.0341,4.7839
"USRE5A",81.7343173431734,56.8870967741936,78,43.6041,49.6781,34.7445,47.7627,70.3,76.625,4.4859,1.9899,100,3.5996,2.4875,14.4945,1.2829,2.7626,6.7115,11.4211,21.0106,1,1,22.5492,8.3375,40.235,1.6887,35.8544,29.9315,73.4112,24.7911,56.3465,24.1854,89,4.5809,100,77.5849,40.9836,5.0702,56.3924,11.1538,23.5,39.0769230769231,23.3184,21.0341,4.7839
"USRE6A",81.7343173431734,56.8870967741936,78,43.7862,49.6781,33.8329,47.7627,41.4486,48.2656,4.4859,2.6499,100,6.3074,2.9833,12.4278,1,5.7003,1.9519,27.0526,21.0106,1,1,42.8369,8.3375,34.8744,2.1431,33.1733,43.4932,73.693,24.6784,56.3465,28.233,89,10.0574,100,52.9906,39.5082,5.0702,52.8609,11.1538,23.7045,39.0769230769231,24.7569,3.4802,4.7839
"USRE6B",81.7343173431734,56.8870967741936,78,43.7862,49.6781,33.8329,47.7627,41.4486,48.2656,4.4859,2.6499,100,7.3906,2.9833,12.4278,1,5.7003,1.9519,27.0526,21.0106,1,1,42.8369,8.3375,34.8744,2.1431,33.1733,43.4932,73.693,24.6784,56.3465,28.233,89,10.0574,100,52.9906,39.5082,5.0702,52.8609,11.1538,23.7045,39.0769230769231,24.7569,3.4802,4.7839
"USRE6C",81.7343173431734,56.8870967741936,78,43.7862,49.6781,33.8329,47.7627,41.4486,48.2656,4.4859,2.6499,100,9.0153,2.9833,12.4278,1,5.7003,1.9519,27.0526,21.0106,1,1,42.8369,8.3375,34.8744,2.1431,33.1733,43.4932,73.693,24.6784,56.3465,28.233,89,10.0574,100,52.9906,39.5082,5.0702,52.8609,11.1538,23.7045,39.0769230769231,24.7569,3.4802,4.7839
"USRE7A",78.0811808118081,55.2903225806452,70.6666666666667,44.2869,22.4204,34.7445,47.7627,70.3,76.625,4.4859,2.4849,100,6.849,1,14.4945,1.2829,4.2315,5.7596,27.0526,27.8564,1,1,13.2988,8.3375,39.6647,1.0772,27.2749,16.8219,73.581,24.6439,56.3465,28.233,85.3333333333333,4.5809,100,77.5849,39.5082,5.0702,25.4028,11.1538,23.9091,39.0769230769231,15.9048,21.0341,10.8777
"USRE7C",78.0811808118081,55.2903225806452,70.6666666666667,44.2869,22.4204,34.7445,47.7627,70.3,76.625,4.4859,2.4849,100,6.849,1,14.4945,1.2829,4.2315,5.7596,27.0526,27.8564,1,1,13.2988,8.3375,39.6647,1.0772,27.2749,16.8219,73.581,24.6439,56.3465,28.233,85.3333333333333,4.5809,100,77.5849,39.5082,5.0702,25.4028,11.1538,23.9091,39.0769230769231,15.9048,21.0341,10.8777
"USRE8A",78.0811808118081,55.2903225806452,74.3333333333333,42.8759,34.3802,33.8329,47.7627,41.4486,91.2344,4.4859,1.2062,100,2.8955,7.5284,14.4945,5.2429,28.6142,10.5192,7.2526,20.8843,100,4.3,22.9696,12.6732,39.8929,1.1386,27.8781,23.6027,73.7457,24.5527,62.1929,40.1164,85.3333333333333,4.7915,100,1,42.459,5.0702,46.1551,11.1538,22.8864,39.0769230769231,15.9048,80.4725,1.7179
"USRE8B",78.0811808118081,55.2903225806452,74.3333333333333,42.8759,34.3802,33.8329,47.7627,41.4486,91.2344,4.4859,1.2062,100,2.2456,7.5284,14.4945,5.2429,28.6142,10.5192,7.2526,20.8843,100,4.3,22.9696,12.6732,39.8929,1.1386,27.8781,23.6027,73.7457,24.5527,62.1929,40.1164,85.3333333333333,4.7915,100,1,42.459,5.0702,46.1551,11.1538,22.8864,39.0769230769231,15.9048,80.4725,1.7179
"USRE8C",78.0811808118081,55.2903225806452,74.3333333333333,42.8759,34.3802,33.8329,47.7627,41.4486,91.2344,4.4859,1.2062,100,1.8124,7.5284,14.4945,5.2429,28.6142,10.5192,7.2526,20.8843,100,4.3,22.9696,12.6732,39.8929,1.1386,27.8781,23.6027,73.7457,24.5527,62.1929,40.1164,85.3333333333333,4.7915,100,1,42.459,5.0702,46.1551,11.1538,22.8864,39.0769230769231,15.9048,80.4725,1.7179
"USRE9A",81.7343173431734,56.8870967741936,78,44.1048,22.4204,34.7445,47.7627,41.4486,48.2656,4.4859,2.0559,100,11.1816,1,14.4945,1.2829,4.2315,5.7596,11.4211,27.8564,1,1,29.8023,8.3375,37.1555,1.5712,35.0501,31.2877,73.349,24.7105,81.6811,24.0298,89,11.1106,100,51.1226,46.8852,5.0702,74.0497,11.1538,24.3182,39.0769230769231,23.3184,69.783,7.0691
"USRT1A",63.4686346863469,64.8709677419355,67,37.1862,6.4012,9.9793,69.091,34.3771,38.125,21.9155,18.7374,1,4.8452,25.626,12.4683,77.3714,17.7448,10.5192,4.1263,14.9021,100,8.7,22.8645,17.6204,25.75,6.2716,24.9959,15.9178,84.1362,83.6676,81.6811,30.0596,63.3333333333333,5.0021,1,43.3396,46.8852,13.0544,71.788,33.0481,11.0227,138.076923076923,3.8437,12.458,10.1242
"USRT1B",63.4686346863469,64.8709677419355,67,37.1862,6.4012,9.9793,69.091,34.3771,38.125,21.9155,18.7374,1,5.6034,25.626,12.4683,77.3714,17.7448,10.5192,4.1263,14.9021,100,8.7,22.8645,17.6204,25.75,6.2716,24.9959,15.9178,84.1362,83.6676,81.6811,30.0596,63.3333333333333,5.0021,1,43.3396,46.8852,13.0544,71.788,33.0481,11.0227,138.076923076923,3.8437,12.458,10.1242
"USRT1C",63.4686346863469,64.8709677419355,67,37.1862,6.4012,9.9793,69.091,34.3771,38.125,21.9155,18.7374,1,9.4486,25.626,12.4683,77.3714,17.7448,10.5192,4.1263,14.9021,100,8.7,22.8645,17.6204,25.75,6.2716,24.9959,15.9178,84.1362,83.6676,81.6811,30.0596,63.3333333333333,5.0021,1,43.3396,46.8852,13.0544,71.788,33.0481,11.0227,138.076923076923,3.8437,12.458,10.1242
"USSD1AA",78.0811808118081,80.8387096774193,85.3333333333333,4.0497,7.2399,12.866,20.0472,30.7,1,26.0986,4.3412,1,9.0153,33.0634,18.5469,85.8571,17.7448,2.9038,44.7684,44.1809,100,2.1,27.6999,32.9068,15.485,3.4431,27.8781,25.863,71.0371,13.1646,81.6811,10.1953,81.6666666666667,3.1064,1,47.3868,46.8852,11.6917,76.7479,68.2692,2.2273,100,3.4343,70.045,2.4352
"USSD2AA",78.0811808118081,80.8387096774193,85.3333333333333,7.2814,7.4077,12.866,20.0472,30.7,1,26.0986,2.4849,1,9.0153,11.0818,14.4945,59.2686,17.7448,2.9038,44.7684,44.1809,100,2.1,23.9157,12.6732,49.4735,2.2471,27.8781,25.863,71.0274,13.2268,81.6811,10.1953,81.6666666666667,4.3702,100,42.717,46.8852,11.6917,68.6136,68.2692,2.4318,100,5.6142,78.394,4.2761
"USSD2BA",78.0811808118081,80.8387096774193,85.3333333333333,7.2814,7.4077,12.866,20.0472,30.7,1,26.0986,2.4849,1,7.6614,11.0818,14.4945,59.2686,17.7448,2.9038,42.6842,44.1809,100,2.1,23.9157,12.6732,49.4735,2.2471,27.8781,25.863,71.0274,13.2268,81.6811,10.735,81.6666666666667,4.3702,100,42.717,46.8852,11.6917,68.6136,68.2692,2.4318,100,5.6142,78.394,4.2761
"USSF1A",70.7749077490775,79.241935483871,85.3333333333333,7.5545,4.8916,33.8329,70.5737,58.8443,74.0469,64.4437,2.6088,1,13.6187,4.6361,4.4851,2.6971,17.7448,10.5192,74.9895,12.0585,100,6.5,20.5519,11.1724,45.0253,2.3398,27.8781,13.6575,75.5079,11.8113,69.9882,27.2367,81.6666666666667,4.3702,1,42.717,35.082,16.0555,39.4096,17.3413,1.2045,138.076923076923,7.7166,78.394,1.61
"USSF1C",70.7749077490775,79.241935483871,85.3333333333333,7.5545,4.8916,33.8329,70.5737,58.8443,74.0469,64.4437,2.6088,1,13.6187,4.6361,4.4851,2.6971,17.7448,10.5192,74.9895,12.0585,100,6.5,20.5519,11.1724,45.0253,2.3398,27.8781,13.6575,75.5079,11.8113,69.9882,27.2367,81.6666666666667,4.3702,1,42.717,35.082,16.0555,39.4096,17.3413,1.2045,138.076923076923,7.7166,78.394,1.61
"USSF2A",56.1623616236162,80.8387096774193,78,15.3834,100,20.3867,100,49.0857,74.0469,64.4437,14.8599,1,92.797,44.6327,47.9267,100,52.997,43.8365,29.6579,8.3723,1,1,18.0817,29.7939,28.6014,13.4783,39.0047,43.0411,75.3124,11.6829,71.5472,29.2294,67,1.6319,1,51.7453,39.5082,16.0555,66.3519,96.9856,1.2045,138.076923076923,19.7776,66.377,16.9527
