"","AMMaxT","AMMinT","MAT","AP","AtHRT","AtInfBOD","AtInfCOD","AtInfNH4.N","AtInfTN","AtInfTP","DC","Denitri","DO","EffBOD","EffCOD","EffNH4.N","EffTN","EffTP","F.M","HRT","IndConInf","IndPer","InfBOD","InfCOD","InfNH4.N","InfR","InfTN","InfTP","Lat","Lon","MIT","MLSS","MMT","NH4.N","Nitri","NO3.N","pH","Pop","ReInfBOD","ReInfCOD","SMP","SMT","SRT","SVI","Vol"
"CNDL1AC",74.4280442804428,58.4838709677419,63.3333333333333,19.8441,32.9041,34.7445,22.4424,22.9921,10.4531,31.3275,1.2179,100,32.3031,4.1402,7.9296,1.6506,19.1255,8.3298,2.4041,24.1702,1,1,8.8838,5.6137,13.2039,1.1999,13.8693,11.3973,76.2948,84.7025,45.0433,18.5292,85.3333333333333,4.7915,100,1,49.8361,20.5093,17.7447,39.5529,35.5682,100,33.609,81.7126,1.6643
"CNDL1BA",74.4280442804428,58.4838709677419,63.3333333333333,19.8441,32.9041,34.7445,22.4424,22.9921,10.4531,31.3275,1.2179,100,3.9787,4.1402,7.9296,1.6506,19.1255,8.3298,2.9771,24.1702,1,1,8.8838,5.6137,13.2039,1.1999,13.8693,11.3973,76.2948,84.7025,48.5512,18.5292,85.3333333333333,4.7915,100,1,35.082,20.5093,17.7447,39.5529,35.5682,100,33.609,80.4725,1.6643
"CNDL1BB",74.4280442804428,58.4838709677419,63.3333333333333,19.8441,32.9041,34.7445,22.4424,22.9921,10.4531,31.3275,1.2179,100,13.8895,4.1402,7.9296,1.6506,19.1255,8.3298,2.9771,24.1702,1,1,8.8838,5.6137,13.2039,1.1999,13.8693,11.3973,76.2948,84.7025,45.4331,18.5292,85.3333333333333,4.7915,100,1,35.2295,20.5093,17.7447,39.5529,35.5682,100,33.609,80.4725,1.6643
"CNDL1BC",74.4280442804428,58.4838709677419,63.3333333333333,19.8441,32.9041,34.7445,22.4424,22.9921,10.4531,31.3275,1.2179,100,29.5952,4.1402,7.9296,1.6506,19.1255,8.3298,2.9771,24.1702,1,1,8.8838,5.6137,13.2039,1.1999,13.8693,11.3973,76.2948,84.7025,45.8228,18.5292,85.3333333333333,4.7915,100,1,34.9344,20.5093,17.7447,39.5529,35.5682,100,33.609,80.4725,1.6643
"CNDL2AA",74.4280442804428,58.4838709677419,63.3333333333333,19.8441,32.9041,33.8329,22.4424,29.2857,31.9375,15.6408,2.3076,100,9.936,6.6194,9.6316,1.6506,17.7448,10.5192,2.4041,24.1702,100,28.5,6.2559,15.6749,21.1878,2.6475,22.5829,11.8493,76.2839,84.6747,43.0945,37.5736,85.3333333333333,3.7383,100,50.1887,39.5082,20.5093,17.7447,39.5529,35.5682,100,22.5439,64.0715,8.581
"CNDL2AB",74.4280442804428,58.4838709677419,63.3333333333333,19.8441,32.9041,33.8329,22.4424,29.2857,31.9375,15.6408,2.3076,100,9.3403,6.6194,9.6316,1.6506,17.7448,10.5192,2.4041,24.1702,100,28.5,6.2559,15.6749,21.1878,2.6475,22.5829,11.8493,76.2839,84.6747,49.3307,37.5736,85.3333333333333,3.7383,100,50.1887,39.2131,20.5093,17.7447,39.5529,35.5682,100,22.5439,64.0715,8.581
"CNDL2AC",74.4280442804428,58.4838709677419,63.3333333333333,19.8441,32.9041,33.8329,22.4424,29.2857,31.9375,15.6408,2.3076,100,9.0695,6.6194,9.6316,1.6506,17.7448,10.5192,2.4041,24.1702,100,28.5,6.2559,15.6749,21.1878,2.6475,22.5829,11.8493,76.2839,84.6747,45.4331,37.5736,85.3333333333333,3.7383,100,50.1887,37.4426,20.5093,17.7447,39.5529,35.5682,100,22.5439,64.0715,8.581
"CNDL2BA",74.4280442804428,58.4838709677419,63.3333333333333,19.8441,32.9041,33.8329,22.4424,29.2857,31.9375,15.6408,2.3076,100,10.965,6.6194,9.6316,1.6506,17.7448,10.5192,2.9771,24.1702,100,28.5,6.2559,15.6749,21.1878,2.6475,22.5829,11.8493,76.2839,84.6747,58.2953,37.5736,85.3333333333333,3.7383,100,50.1887,43.9344,20.5093,17.7447,39.5529,35.5682,138.076923076923,22.5439,64.0715,8.581
"CNDL2BB",74.4280442804428,58.4838709677419,63.3333333333333,19.8441,32.9041,33.8329,22.4424,29.2857,31.9375,15.6408,2.3076,100,14.3228,6.6194,9.6316,1.6506,17.7448,10.5192,2.6906,24.1702,100,28.5,6.2559,15.6749,21.1878,2.6475,22.5829,11.8493,76.2839,84.6747,44.6535,37.5736,85.3333333333333,3.7383,100,50.1887,46,20.5093,17.7447,39.5529,35.5682,138.076923076923,22.5439,64.0715,8.581
"CNDL2BC",74.4280442804428,58.4838709677419,63.3333333333333,19.8441,32.9041,33.8329,22.4424,29.2857,31.9375,15.6408,2.3076,100,19.3053,6.6194,9.6316,1.6506,17.7448,10.5192,2.6906,24.1702,100,28.5,6.2559,15.6749,21.1878,2.6475,22.5829,11.8493,76.2839,84.6747,45.4331,37.5736,85.3333333333333,3.7383,100,50.1887,46.5902,20.5093,17.7447,39.5529,35.5682,138.076923076923,22.5439,64.0715,8.581
"CNHB3A",70.7749077490775,28.1451612903226,37.6666666666667,16.9766,26.1945,33.8329,37.8399,29.2857,13.8906,7.2746,4.5415,100,1.1625,6.7846,39.8219,2.6971,17.7448,10.5192,6.2105,25.2234,1,1,20.9724,16.2308,26.0922,5.3947,27.8781,14.5616,82.6268,86.2241,43.0945,99.7613,81.6666666666667,3.7383,100,50.1887,41.8689,33.7776,46.1154,26.3846,34.1364,100,22.5439,64.0715,12.6528
"CNHB3B",70.7749077490775,28.1451612903226,37.6666666666667,16.9766,26.1945,33.8329,37.8399,29.2857,13.8906,7.2746,4.5415,100,2.4623,6.7846,39.8219,2.6971,17.7448,10.5192,6.2105,25.2234,1,1,20.9724,16.2308,26.0922,5.3947,27.8781,14.5616,82.6268,86.2241,45.0433,99.7613,81.6666666666667,3.7383,100,50.1887,41.8689,33.7776,46.1154,26.3846,34.1364,100,22.5439,64.0715,12.6528
"CNHB3C",70.7749077490775,28.1451612903226,37.6666666666667,16.9766,26.1945,33.8329,37.8399,29.2857,13.8906,7.2746,4.5415,100,1.704,6.7846,39.8219,2.6971,17.7448,10.5192,6.2105,25.2234,1,1,20.9724,16.2308,26.0922,5.3947,27.8781,14.5616,82.6268,86.2241,46.9921,99.7613,81.6666666666667,3.7383,100,50.1887,41.8689,33.7776,46.1154,26.3846,34.1364,100,22.5439,64.0715,12.6528
"CNHB5A",70.7749077490775,28.1451612903226,37.6666666666667,16.9766,26.1945,33.8329,37.8399,25.75,19.0469,8.669,8.083,100,4.791,6.7846,30.7041,1.8486,17.7448,10.5192,6.2105,25.2234,100,1,20.9724,20.1218,16.0553,4.431,21.0413,11.8493,82.6259,86.2253,41.9252,97.7271,81.6666666666667,3.7383,100,50.1887,40.3934,33.7776,28.4581,26.3846,34.1364,100,9.2657,64.0715,92.656
"CNHB5B",70.7749077490775,28.1451612903226,37.6666666666667,16.9766,26.1945,33.8329,37.8399,25.75,19.0469,8.669,8.083,100,28.9453,6.7846,30.7041,1.8486,17.7448,10.5192,6.2105,25.2234,100,1,20.9724,20.1218,16.0553,4.431,21.0413,11.8493,82.6259,86.2253,46.2126,97.7271,81.6666666666667,3.7383,100,50.1887,40.3934,33.7776,28.4581,26.3846,34.1364,100,9.2657,64.0715,92.656
"CNHB5C",70.7749077490775,28.1451612903226,37.6666666666667,16.9766,26.1945,33.8329,37.8399,25.75,19.0469,8.669,8.083,100,8.4737,6.7846,30.7041,1.8486,17.7448,10.5192,6.2105,25.2234,100,1,20.9724,20.1218,16.0553,4.431,21.0413,11.8493,82.6259,86.2253,47.3819,97.7271,81.6666666666667,3.7383,100,50.1887,40.3934,33.7776,28.4581,26.3846,34.1364,100,9.2657,64.0715,92.656
"CNHB6A",70.7749077490775,28.1451612903226,37.6666666666667,16.9766,26.1945,33.8329,37.8399,25.75,19.0469,8.669,8.083,100,4.1411,6.7846,30.7041,1.8486,17.7448,10.5192,6.2105,25.2234,100,1,20.9724,20.1218,16.0553,4.431,21.0413,11.8493,82.6259,86.2253,40.3661,97.7271,81.6666666666667,3.7383,100,50.1887,39.5082,33.7776,28.4581,26.3846,34.1364,100,9.2657,64.0715,92.656
"CNHB6B",70.7749077490775,28.1451612903226,37.6666666666667,16.9766,26.1945,33.8329,37.8399,25.75,19.0469,8.669,8.083,100,3.058,6.7846,30.7041,1.8486,17.7448,10.5192,6.2105,25.2234,100,1,20.9724,20.1218,16.0553,4.431,21.0413,11.8493,82.6259,86.2253,41.9252,97.7271,81.6666666666667,3.7383,100,50.1887,39.5082,33.7776,28.4581,26.3846,34.1364,100,9.2657,64.0715,92.656
"CNHB6C",70.7749077490775,28.1451612903226,37.6666666666667,16.9766,26.1945,33.8329,37.8399,25.75,19.0469,8.669,8.083,100,22.7713,6.7846,30.7041,1.8486,17.7448,10.5192,6.2105,25.2234,100,1,20.9724,20.1218,16.0553,4.431,21.0413,11.8493,82.6259,86.2253,44.2638,97.7271,81.6666666666667,3.7383,100,50.1887,39.5082,33.7776,28.4581,26.3846,34.1364,100,9.2657,64.0715,92.656
"CNHB7A",70.7749077490775,28.1451612903226,37.6666666666667,16.9766,26.1945,33.8329,37.8399,25.75,19.0469,8.669,2.5255,100,4.7369,36.8648,39.8219,2.6971,17.7448,10.5192,15.5895,25.2234,1,1,9.9876,10.8389,26.0922,5.9069,27.8781,14.5616,82.5736,86.237,54.3976,56.8153,81.6666666666667,3.7383,100,50.1887,46.4426,33.7776,46.1154,26.3846,34.1364,138.076923076923,22.5439,64.0715,5.8936
"CNHB7B",70.7749077490775,28.1451612903226,37.6666666666667,16.9766,26.1945,33.8329,37.8399,25.75,19.0469,8.669,2.5255,100,36.3107,36.8648,39.8219,2.6971,17.7448,10.5192,15.5895,25.2234,1,1,9.9876,10.8389,26.0922,5.9069,27.8781,14.5616,82.5736,86.237,54.7874,56.8153,81.6666666666667,3.7383,100,50.1887,46.4426,33.7776,46.1154,26.3846,34.1364,138.076923076923,22.5439,64.0715,5.8936
"CNHB7C",70.7749077490775,28.1451612903226,37.6666666666667,16.9766,26.1945,33.8329,37.8399,25.75,19.0469,8.669,2.5255,100,24.2336,36.8648,39.8219,2.6971,17.7448,10.5192,15.5895,25.2234,1,1,9.9876,10.8389,26.0922,5.9069,27.8781,14.5616,82.5736,86.237,54.7874,56.8153,81.6666666666667,3.7383,100,50.1887,46.4426,33.7776,46.1154,26.3846,34.1364,138.076923076923,22.5439,64.0715,5.8936
"CNJN1A",59.8154981549816,60.0806451612903,37.6666666666667,19.2979,7.4077,33.8329,37.8399,51.6314,42.25,100,7.5382,100,6.3074,5.1649,7.5244,5.2429,14.8071,5.7596,10.3789,12.3745,100,12,9.7143,15.6749,39.4366,8.3974,30.9614,34.4521,74.3117,83.3273,73.8858,36.2867,96.3333333333333,5.4234,100,50.5,40.9836,24.1318,21.8317,25.4327,39.0455,100,14.7983,69.3813,16.036
"CNJN1B",59.8154981549816,60.0806451612903,37.6666666666667,19.2979,7.4077,33.8329,37.8399,51.6314,42.25,100,7.5382,100,18.0596,5.1649,7.5244,5.2429,14.8071,5.7596,10.3789,12.3745,100,12,9.7143,15.6749,39.4366,8.3974,30.9614,34.4521,74.3117,83.3273,67.6496,36.2867,96.3333333333333,5.4234,100,50.5,44.6721,24.1318,21.8317,25.4327,39.0455,100,14.7983,69.3813,16.036
"CNJN1C",59.8154981549816,60.0806451612903,37.6666666666667,19.2979,7.4077,33.8329,37.8399,51.6314,42.25,100,7.5382,100,11.1816,5.1649,7.5244,5.2429,14.8071,5.7596,10.3789,12.3745,100,12,9.7143,15.6749,39.4366,8.3974,30.9614,34.4521,74.3117,83.3273,74.6654,36.2867,96.3333333333333,5.4234,100,50.5,42.7541,24.1318,21.8317,25.4327,39.0455,100,14.7983,69.3813,16.036
"CNJN2A",59.8154981549816,60.0806451612903,37.6666666666667,19.2979,15.4592,33.8329,37.8399,25.75,19.0469,8.669,5.3588,100,9.0153,7.4457,14.4945,10.9,35.3709,5.7596,10.3789,14.2702,1,1,12.0374,19.0101,49.7016,6.0815,30.9614,29.9315,74.3028,83.301,65.311,32.2391,96.3333333333333,5.4234,100,50.5,39.2131,24.1318,23.022,26.3846,39.0455,100,13.6917,69.3813,14.3664
"CNJN2B",59.8154981549816,60.0806451612903,37.6666666666667,19.2979,15.4592,33.8329,37.8399,25.75,19.0469,8.669,5.3588,100,4.1953,7.4457,14.4945,10.9,35.3709,5.7596,10.3789,14.2702,1,1,12.0374,19.0101,49.7016,6.0815,30.9614,29.9315,74.3028,83.301,64.5315,32.2391,96.3333333333333,5.4234,100,50.5,48.8033,24.1318,23.022,26.3846,39.0455,100,13.6917,69.3813,14.3664
"CNJN2C",59.8154981549816,60.0806451612903,37.6666666666667,19.2979,15.4592,33.8329,37.8399,25.75,19.0469,8.669,5.3588,100,7.878,7.4457,14.4945,10.9,35.3709,5.7596,10.3789,14.2702,1,1,12.0374,19.0101,49.7016,6.0815,30.9614,29.9315,74.3028,83.301,66.4803,32.2391,96.3333333333333,5.4234,100,50.5,46.1475,24.1318,23.022,26.3846,39.0455,100,13.6917,69.3813,14.3664
"CNJN3A",59.8154981549816,60.0806451612903,37.6666666666667,19.2979,13.3121,33.8329,37.8399,25.75,19.0469,8.669,3.1793,100,3.7079,17.3623,14.8997,6.6571,29.4955,5.7596,7.2526,13.4698,100,1,7.3071,8.7266,41.1475,4.4085,29.2857,20.8904,74.3352,83.3457,73.4961,49.073,96.3333333333333,15.9553,100,44.5849,43.4918,24.1318,14.0942,11.7885,39.0455,100,14.6876,57.4342,7.3696
"CNJN3B",59.8154981549816,60.0806451612903,37.6666666666667,19.2979,13.3121,33.8329,37.8399,25.75,19.0469,8.669,3.1793,100,23.2046,17.3623,14.8997,6.6571,29.4955,5.7596,7.2526,13.4698,100,1,7.3071,8.7266,41.1475,4.4085,29.2857,20.8904,74.3352,83.3457,71.5472,49.073,96.3333333333333,15.9553,100,44.5849,45.4098,24.1318,14.0942,11.7885,39.0455,100,14.6876,57.4342,7.3696
"CNJN3C",59.8154981549816,60.0806451612903,37.6666666666667,19.2979,13.3121,33.8329,37.8399,25.75,19.0469,8.669,3.1793,100,24.3419,17.3623,14.8997,6.6571,29.4955,5.7596,7.2526,13.4698,100,1,7.3071,8.7266,41.1475,4.4085,29.2857,20.8904,74.3352,83.3457,71.5472,49.073,96.3333333333333,15.9553,100,44.5849,43.6393,24.1318,14.0942,11.7885,39.0455,100,14.6876,57.4342,7.3696
"CNJN4A",59.8154981549816,60.0806451612903,37.6666666666667,19.2979,14.3689,34.7445,37.8399,25.75,19.0469,8.669,1.6537,100,4.0328,4.9666,6.1871,1.8486,30.9644,3.8558,5.1684,19.5151,1,1,5.2047,6.2252,21.1878,1.686,17.2207,9.589,74.2998,83.2865,64.1417,19.1208,96.3333333333333,4.3702,100,42.717,47.1803,24.1318,10.1263,8.1394,39.0455,100,14.6876,78.394,4.5973
"CNJN4B",59.8154981549816,60.0806451612903,37.6666666666667,19.2979,14.3689,34.7445,37.8399,25.75,19.0469,8.669,1.6537,100,29.2161,4.9666,6.1871,1.8486,30.9644,3.8558,5.1684,19.5151,1,1,5.2047,6.2252,21.1878,1.686,17.2207,9.589,74.2998,83.2865,62.1929,19.1208,96.3333333333333,4.3702,100,42.717,48.8033,24.1318,10.1263,8.1394,39.0455,100,14.6876,78.394,4.5973
"CNJN4C",59.8154981549816,60.0806451612903,37.6666666666667,19.2979,14.3689,34.7445,37.8399,25.75,19.0469,8.669,1.6537,100,44.3802,4.9666,6.1871,1.8486,30.9644,3.8558,5.1684,19.5151,1,1,5.2047,6.2252,21.1878,1.686,17.2207,9.589,74.2998,83.2865,70.378,19.1208,96.3333333333333,4.3702,100,42.717,48.6557,24.1318,10.1263,8.1394,39.0455,100,14.6876,78.394,4.5973
"CNQD1A",78.0811808118081,63.2741935483871,70.6666666666667,24.6234,6.0657,33.8329,37.8399,25.75,19.0469,8.669,4.487,100,26.9415,11.5776,12.4683,3.8286,26.5579,3.8558,3.0842,27.3298,100,23,29.3818,32.9068,49.7016,4.5706,41.0156,38.9726,73.7687,84.3142,70.378,34.3356,85.3333333333333,5.4234,100,50.5,38.3279,30.5468,55.7575,46.2163,33.5227,100,17.0113,69.3813,12.5079
"CNQD1B",78.0811808118081,63.2741935483871,70.6666666666667,24.6234,6.0657,33.8329,37.8399,25.75,19.0469,8.669,4.487,100,24.017,11.5776,12.4683,3.8286,26.5579,3.8558,3.0842,27.3298,100,23,29.3818,32.9068,49.7016,4.5706,41.0156,38.9726,73.7687,84.3142,70.378,34.3356,85.3333333333333,5.4234,100,50.5,36.8525,30.5468,55.7575,46.2163,33.5227,100,17.0113,69.3813,12.5079
"CNQD1C",78.0811808118081,63.2741935483871,70.6666666666667,24.6234,6.0657,33.8329,37.8399,25.75,19.0469,8.669,4.487,100,23.9086,11.5776,12.4683,3.8286,26.5579,3.8558,3.0842,27.3298,100,23,29.3818,32.9068,49.7016,4.5706,41.0156,38.9726,73.7687,84.3142,69.9882,34.3356,85.3333333333333,5.4234,100,50.5,39.9508,30.5468,55.7575,46.2163,33.5227,100,17.0113,69.3813,12.5079
"CNQD2A",78.0811808118081,63.2741935483871,70.6666666666667,24.6234,27.0332,33.8329,37.8399,25.75,19.0469,8.669,3.1793,100,19.7385,7.4457,14.4945,4.6771,35.3709,3.8558,3.0842,26.5926,100,74.7,6.2559,14.5632,22.3283,3.4717,30.9614,20.8904,73.8583,84.3218,67.6496,41.3929,85.3333333333333,5.4234,100,50.5,42.6066,30.5468,16.0782,26.3846,33.5227,100,22.5439,69.3813,12.5079
"CNQD2B",78.0811808118081,63.2741935483871,70.6666666666667,24.6234,27.0332,33.8329,37.8399,25.75,19.0469,8.669,3.1793,100,17.7347,7.4457,14.4945,4.6771,35.3709,3.8558,3.0842,26.5926,100,74.7,6.2559,14.5632,22.3283,3.4717,30.9614,20.8904,73.8583,84.3218,68.4291,41.3929,85.3333333333333,5.4234,100,50.5,40.6885,30.5468,16.0782,26.3846,33.5227,100,22.5439,69.3813,12.5079
"CNQD2C",78.0811808118081,63.2741935483871,70.6666666666667,24.6234,27.0332,33.8329,37.8399,25.75,19.0469,8.669,3.1793,100,7.5531,7.4457,14.4945,4.6771,35.3709,3.8558,3.0842,26.5926,100,74.7,6.2559,14.5632,22.3283,3.4717,30.9614,20.8904,73.8583,84.3218,68.4291,41.3929,85.3333333333333,5.4234,100,50.5,40.6885,30.5468,16.0782,26.3846,33.5227,100,22.5439,69.3813,12.5079
"CNQD3AA",78.0811808118081,63.2741935483871,70.6666666666667,24.6234,21.1623,33.8329,37.8399,29.2857,13.8906,7.2746,1.2179,100,8.4737,18.1886,27.6648,16.5571,17.7448,8.6154,6.2105,26.2766,100,34,39.8936,46.8035,32.1371,3.0239,51.0697,93.2192,73.7247,84.3015,81.6811,30.3087,85.3333333333333,1.4213,100,52.9906,46.8852,30.5468,16.0782,26.3846,33.5227,100,17.0113,61.8881,1.2536
"CNQD4AA",78.0811808118081,63.2741935483871,70.6666666666667,24.6234,21.1623,34.7445,21.644,29.2857,13.8906,7.2746,1.3704,100,16.0558,18.1886,27.6648,16.5571,28.6142,8.6154,15.5895,26.2766,100,78,39.8936,46.8035,26.0922,6.8774,51.0697,93.2192,73.807,84.3212,28.6732,30.0493,85.3333333333333,13.6383,100,16.8774,51.3115,30.5468,16.0782,26.3846,33.5227,100,19.7776,35.8456,5.8936
"CNQD4AB",78.0811808118081,63.2741935483871,70.6666666666667,24.6234,21.1623,34.7445,21.644,29.2857,13.8906,7.2746,1.3704,100,16.0558,18.1886,27.6648,16.5571,28.6142,8.6154,15.5895,26.2766,100,78,39.8936,46.8035,26.0922,6.8774,51.0697,93.2192,73.807,84.3212,28.6732,30.0493,85.3333333333333,13.6383,100,16.8774,51.3115,30.5468,16.0782,26.3846,33.5227,100,19.7776,35.8456,5.8936
"CNQD4AC",78.0811808118081,63.2741935483871,70.6666666666667,24.6234,21.1623,34.7445,21.644,29.2857,13.8906,7.2746,1.3704,100,16.0558,18.1886,27.6648,16.5571,28.6142,8.6154,15.5895,26.2766,100,78,39.8936,46.8035,26.0922,6.8774,51.0697,93.2192,73.807,84.3212,28.6732,30.0493,85.3333333333333,13.6383,100,16.8774,51.3115,30.5468,16.0782,26.3846,33.5227,100,19.7776,35.8456,5.8936
"CNSH1A",85.3874538745387,69.6612903225807,85.3333333333333,39.9172,7.2399,33.8329,37.8399,37.7714,36.2344,18.4296,2.3076,100,3.058,17.6928,16.1154,8.6371,38.3086,13.375,60.4,26.2766,100,34,17.2933,22.4565,43.9988,2.5789,44.367,32.1918,69.3625,84.6579,74.6654,26.2819,96.3333333333333,58.2936,100,35.5566,46,82.4224,38.1796,36.5385,29.0227,100,10.3722,59.3206,2.0429
"CNSH1B",85.3874538745387,69.6612903225807,85.3333333333333,39.9172,7.2399,33.8329,37.8399,37.7714,36.2344,18.4296,2.3076,100,3.058,17.6928,16.1154,8.6371,38.3086,13.375,60.4,26.2766,100,34,17.2933,22.4565,43.9988,2.5789,44.367,32.1918,69.3625,84.6579,74.6654,26.2819,96.3333333333333,58.2936,100,35.5566,49.541,82.4224,38.1796,36.5385,29.0227,100,10.3722,59.3206,2.0429
"CNSH1C",85.3874538745387,69.6612903225807,85.3333333333333,39.9172,7.2399,33.8329,37.8399,37.7714,36.2344,18.4296,2.3076,100,3.058,17.6928,16.1154,8.6371,38.3086,13.375,60.4,26.2766,100,34,17.2933,22.4565,43.9988,2.5789,44.367,32.1918,69.3625,84.6579,74.6654,26.2819,96.3333333333333,58.2936,100,35.5566,43.4918,82.4224,38.1796,36.5385,29.0227,100,10.3722,59.3206,2.0429
"CNSH2A",85.3874538745387,69.6612903225807,85.3333333333333,39.9172,10.5947,34.7445,37.8399,37.7714,36.2344,18.4296,44.5883,100,9.0153,13.7262,14.4945,31.5486,31.5519,4.8077,30.1789,8.8989,1,1,11.5118,14.5632,32.5933,64.734,24.2586,20.8904,69.3343,84.7368,73.8858,20.6153,96.3333333333333,58.2936,100,35.5566,49.541,82.4224,25.7202,23.6875,29.0227,100,15.2409,59.3206,76.1002
"CNSH2B",85.3874538745387,69.6612903225807,85.3333333333333,39.9172,10.5947,34.7445,37.8399,37.7714,36.2344,18.4296,44.5883,100,9.0153,13.7262,14.4945,31.5486,31.5519,4.8077,30.1789,8.8989,1,1,11.5118,14.5632,32.5933,64.734,24.2586,20.8904,69.3343,84.7368,73.8858,20.6153,96.3333333333333,58.2936,100,35.5566,47.918,82.4224,25.7202,23.6875,29.0227,100,15.2409,59.3206,76.1002
"CNSH2C",85.3874538745387,69.6612903225807,85.3333333333333,39.9172,10.5947,34.7445,37.8399,37.7714,36.2344,18.4296,44.5883,100,9.0153,13.7262,14.4945,31.5486,31.5519,4.8077,30.1789,8.8989,1,1,11.5118,14.5632,32.5933,64.734,24.2586,20.8904,69.3343,84.7368,73.8858,20.6153,96.3333333333333,58.2936,100,35.5566,43.9344,82.4224,25.7202,23.6875,29.0227,100,15.2409,59.3206,76.1002
"CNSH3A",85.3874538745387,69.6612903225807,85.3333333333333,39.9172,2.1574,33.8329,37.8399,37.7714,36.2344,18.4296,38.0501,100,11.7232,100,11.3741,9.7686,31.5519,3.8558,61.4421,8.8989,100,34,10.4606,14.3408,27.2327,40.8335,24.2586,16.3699,69.4216,84.6973,73.8858,51.8751,96.3333333333333,3.7383,100,50.1887,41.7213,82.4224,25.7202,23.6875,29.0227,100,15.2409,64.0715,10.2985
"CNSH3B",85.3874538745387,69.6612903225807,85.3333333333333,39.9172,2.1574,33.8329,37.8399,37.7714,36.2344,18.4296,38.0501,100,11.7232,100,11.3741,9.7686,31.5519,3.8558,61.4421,8.8989,100,34,10.4606,14.3408,27.2327,40.8335,24.2586,16.3699,69.4216,84.6973,73.8858,51.8751,96.3333333333333,3.7383,100,50.1887,40.3934,82.4224,25.7202,23.6875,29.0227,100,15.2409,64.0715,10.2985
"CNSH3C",85.3874538745387,69.6612903225807,85.3333333333333,39.9172,2.1574,33.8329,37.8399,37.7714,36.2344,18.4296,38.0501,100,11.7232,100,11.3741,9.7686,31.5519,3.8558,61.4421,8.8989,100,34,10.4606,14.3408,27.2327,40.8335,24.2586,16.3699,69.4216,84.6973,73.8858,51.8751,96.3333333333333,3.7383,100,50.1887,41.4262,82.4224,25.7202,23.6875,29.0227,100,15.2409,64.0715,10.2985
"CNSH4A",85.3874538745387,69.6612903225807,85.3333333333333,39.9172,10.9805,33.8329,37.8399,37.7714,36.2344,18.4296,11.897,100,11.7232,50.4174,15.5076,2.6971,12.457,2.9038,42.6842,13.6383,100,17.5,5.7724,5.6693,11.0369,14.4605,24.2586,14.5616,69.4212,84.6983,67.065,58.6004,96.3333333333333,3.7383,100,50.1887,42.9016,82.4224,13.3403,9.0913,29.0227,100,11.4787,64.0715,6.2882
"CNSH4B",85.3874538745387,69.6612903225807,85.3333333333333,39.9172,10.9805,33.8329,37.8399,37.7714,36.2344,18.4296,11.897,100,11.7232,50.4174,15.5076,2.6971,12.457,2.9038,42.6842,13.6383,100,17.5,5.7724,5.6693,11.0369,14.4605,24.2586,14.5616,69.4212,84.6983,67.065,58.6004,96.3333333333333,3.7383,100,50.1887,44.8197,82.4224,13.3403,9.0913,29.0227,100,11.4787,64.0715,6.2882
"CNSH4C",85.3874538745387,69.6612903225807,85.3333333333333,39.9172,10.9805,33.8329,37.8399,37.7714,36.2344,18.4296,11.897,100,11.7232,50.4174,15.5076,2.6971,12.457,2.9038,42.6842,13.6383,100,17.5,5.7724,5.6693,11.0369,14.4605,24.2586,14.5616,69.4212,84.6983,67.065,58.6004,96.3333333333333,3.7383,100,50.1887,42.3115,82.4224,13.3403,9.0913,29.0227,100,11.4787,64.0715,6.2882
"CNSH5A",85.3874538745387,69.6612903225807,85.3333333333333,39.9172,10.9805,33.8329,37.8399,37.7714,36.2344,18.4296,3.2883,100,11.3441,12.7346,7.4028,2.4143,47.1217,4.8077,60.4,26.2766,100,34,8.3583,9.0045,10.5806,3.7189,37.6642,20.8904,69.261,84.6449,68.0394,30.1634,96.3333333333333,1.2106,100,53.3019,44.6721,82.4224,16.0782,12.1058,29.0227,100,11.4787,63.7571,2.0429
"CNSH5B",85.3874538745387,69.6612903225807,85.3333333333333,39.9172,10.9805,33.8329,37.8399,37.7714,36.2344,18.4296,3.2883,100,11.3441,12.7346,7.4028,2.4143,47.1217,4.8077,60.4,26.2766,100,34,8.3583,9.0045,10.5806,3.7189,37.6642,20.8904,69.261,84.6449,71.937,30.1634,96.3333333333333,1.2106,100,53.3019,53.6721,82.4224,16.0782,12.1058,29.0227,100,11.4787,63.7571,2.0429
"CNSH5C",85.3874538745387,69.6612903225807,85.3333333333333,39.9172,10.9805,33.8329,37.8399,37.7714,36.2344,18.4296,3.2883,100,11.3441,12.7346,7.4028,2.4143,47.1217,4.8077,60.4,26.2766,100,34,8.3583,9.0045,10.5806,3.7189,37.6642,20.8904,69.261,84.6449,66.0906,30.1634,96.3333333333333,1.2106,100,53.3019,44.082,82.4224,16.0782,12.1058,29.0227,100,11.4787,63.7571,2.0429
"CNSY2A",78.0811808118081,95.2096774193548,114.666666666667,51.251,16.1301,33.8329,17.6521,33.3871,76.625,40.7394,1.3268,100,18.7637,9.0985,4.3635,1,26.5579,2.9038,4.1263,14.1649,1,1,7.3071,6.781,26.8906,1.1915,27.61,16.3699,57.5137,81.0792,82.4606,25.0572,100,8.583,100,13.4528,35.5246,3.3805,14.0942,8.9327,31.4773,39.0769230769231,11.4787,6.9735,2.3168
